variant,split,row_id,sample_type,registry_id_score,city_code_score,access_code_score,candidate_set
R3,public_calibration_v2,public_calibration_v2:city_code:smoke_cal_city_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,known,-6.0609618230955675e-05,0.9984798431396484,-6.0609618230955675e-05,city_code
R3,public_calibration_v2,public_calibration_v2:access_code:smoke_cal_access_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,known,7.494223973480985e-05,7.494223973480985e-05,0.9986169338226318,access_code
R3,public_calibration_v2,public_calibration_v2:access_code:smoke_cal_access_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,known,2.199449772888329e-05,2.199449772888329e-05,0.9985620379447937,access_code
R3,public_calibration_v2,public_calibration_v2:ambiguous:smoke_cal_ambiguous_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,ambiguous,0.70606929063797,-9.543428859615233e-06,0.70606929063797,access_code|registry_id
R3,public_calibration_v2,public_calibration_v2:ambiguous:smoke_cal_ambiguous_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,ambiguous,0.706057071685791,-2.1049911083537154e-05,0.706057071685791,access_code|registry_id
R3,public_calibration_v2,public_calibration_v2:unrelated:smoke_cal_unrelated_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,unrelated,5.178069477551617e-05,5.178069477551617e-05,5.178069477551617e-05,
R3,public_calibration_v2,public_calibration_v2:unrelated:smoke_cal_unrelated_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,unrelated,3.58447250619065e-05,3.58447250619065e-05,3.58447250619065e-05,
R4,public_calibration_v2,public_calibration_v2:registry_id:smoke_cal_registry_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,known,0.9985775351524353,3.446314440225251e-05,3.446314440225251e-05,registry_id
R4,public_calibration_v2,public_calibration_v2:registry_id:smoke_cal_registry_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,known,0.9985621571540833,2.1336576537578367e-05,2.1336576537578367e-05,registry_id
R4,public_calibration_v2,public_calibration_v2:city_code:smoke_cal_city_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,known,-2.804581163218245e-05,0.9985143542289734,-2.804581163218245e-05,city_code
R4,public_calibration_v2,public_calibration_v2:city_code:smoke_cal_city_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,known,-6.0609618230955675e-05,0.9984798431396484,-6.0609618230955675e-05,city_code
R4,public_calibration_v2,public_calibration_v2:access_code:smoke_cal_access_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,known,7.494223973480985e-05,7.494223973480985e-05,0.9986169338226318,access_code
R4,public_calibration_v2,public_calibration_v2:access_code:smoke_cal_access_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,known,2.199449772888329e-05,2.199449772888329e-05,0.9985620379447937,access_code
R4,public_calibration_v2,public_calibration_v2:ambiguous:smoke_cal_ambiguous_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,ambiguous,0.70606929063797,-9.543428859615233e-06,0.70606929063797,
R4,public_calibration_v2,public_calibration_v2:ambiguous:smoke_cal_ambiguous_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,ambiguous,0.706057071685791,-2.1049911083537154e-05,0.706057071685791,
R4,public_calibration_v2,public_calibration_v2:unrelated:smoke_cal_unrelated_01:public_calibration_v2-frame-0:public_calibration_v2-entity-0,unrelated,5.178069477551617e-05,5.178069477551617e-05,5.178069477551617e-05,
R4,public_calibration_v2,public_calibration_v2:unrelated:smoke_cal_unrelated_02:public_calibration_v2-frame-0:public_calibration_v2-entity-1,unrelated,3.58447250619065e-05,3.58447250619065e-05,3.58447250619065e-05,
R0,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,0.9985625147819519,2.736186252150219e-05,2.736186252150219e-05,registry_id
R0,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,0.9984849095344543,-5.9106812841491774e-05,-5.9106812841491774e-05,registry_id
R0,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,4.731178341899067e-05,0.9985843300819397,4.731178341899067e-05,city_code
R0,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-6.5232038650719915e-06,0.9985363483428955,-6.5232038650719915e-06,city_code
R0,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-6.491869135061279e-05,-6.491869135061279e-05,0.9984764456748962,access_code
R0,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-5.105470700073056e-05,-5.105470700073056e-05,0.9984909892082214,access_code
R0,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,ambiguous,0.7060350775718689,-4.100939622730948e-05,0.7060350775718689,access_code
R0,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,ambiguous,0.706047534942627,-3.060228846152313e-05,0.706047534942627,access_code
R0,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,unrelated,-2.2465588699560612e-05,-2.2465588699560612e-05,-2.2465588699560612e-05,access_code
R0,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,unrelated,2.281281012983527e-05,2.281281012983527e-05,2.281281012983527e-05,access_code
R1,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,0.9985625147819519,2.736186252150219e-05,2.736186252150219e-05,registry_id
R1,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,0.9984849095344543,-5.9106812841491774e-05,-5.9106812841491774e-05,registry_id
R1,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,4.731178341899067e-05,0.9985843300819397,4.731178341899067e-05,city_code
R1,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-6.5232038650719915e-06,0.9985363483428955,-6.5232038650719915e-06,city_code
R1,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-6.491869135061279e-05,-6.491869135061279e-05,0.9984764456748962,access_code
R1,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-5.105470700073056e-05,-5.105470700073056e-05,0.9984909892082214,access_code
R1,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,ambiguous,0.7060350775718689,-4.100939622730948e-05,0.7060350775718689,registry_id
R1,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,ambiguous,0.706047534942627,-3.060228846152313e-05,0.706047534942627,registry_id
R1,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,unrelated,-2.2465588699560612e-05,-2.2465588699560612e-05,-2.2465588699560612e-05,registry_id
R1,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,unrelated,2.281281012983527e-05,2.281281012983527e-05,2.281281012983527e-05,registry_id
R2,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,0.9956929683685303,-0.0015616676537320018,-0.0023957323282957077,registry_id
R2,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,0.9958873987197876,-0.0020988956093788147,-0.0020531623158603907,registry_id
R2,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-0.002670382848009467,0.996144711971283,-0.0017387063708156347,city_code
R2,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-0.002296656370162964,0.9961925745010376,-0.00216026627458632,city_code
R2,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-0.0020759920589625835,-0.0019499182235449553,0.9957612752914429,access_code
R2,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-0.001516603515483439,-0.002510323189198971,0.9957624077796936,access_code
R2,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,ambiguous,0.6213117837905884,-0.0846642404794693,0.6207109689712524,registry_id
R2,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,ambiguous,0.6211678385734558,-0.08486266434192657,0.621055006980896,registry_id
R2,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,unrelated,0.19682496786117554,0.19802358746528625,0.1976933777332306,city_code
R2,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,unrelated,0.19666403532028198,0.19767321646213531,0.19820481538772583,access_code
R3,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,0.9985625147819519,2.736186252150219e-05,2.736186252150219e-05,registry_id
R3,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,0.9984849095344543,-5.9106812841491774e-05,-5.9106812841491774e-05,registry_id
R3,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,4.731178341899067e-05,0.9985843300819397,4.731178341899067e-05,city_code
R3,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-6.5232038650719915e-06,0.9985363483428955,-6.5232038650719915e-06,city_code
R3,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-6.491869135061279e-05,-6.491869135061279e-05,0.9984764456748962,access_code
R3,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-5.105470700073056e-05,-5.105470700073056e-05,0.9984909892082214,access_code
R3,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,ambiguous,0.7060350775718689,-4.100939622730948e-05,0.7060350775718689,access_code|registry_id
R3,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,ambiguous,0.706047534942627,-3.060228846152313e-05,0.706047534942627,access_code|registry_id
R3,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,unrelated,-2.2465588699560612e-05,-2.2465588699560612e-05,-2.2465588699560612e-05,
R3,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,unrelated,2.281281012983527e-05,2.281281012983527e-05,2.281281012983527e-05,
R4,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,0.9985625147819519,2.736186252150219e-05,2.736186252150219e-05,registry_id
R4,public_locked_audit_v2,public_locked_audit_v2:registry_id:smoke_locked_registry_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,0.9984849095344543,-5.9106812841491774e-05,-5.9106812841491774e-05,
R4,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,4.731178341899067e-05,0.9985843300819397,4.731178341899067e-05,city_code
R4,public_locked_audit_v2,public_locked_audit_v2:city_code:smoke_locked_city_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-6.5232038650719915e-06,0.9985363483428955,-6.5232038650719915e-06,city_code
R4,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,known,-6.491869135061279e-05,-6.491869135061279e-05,0.9984764456748962,
R4,public_locked_audit_v2,public_locked_audit_v2:access_code:smoke_locked_access_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,known,-5.105470700073056e-05,-5.105470700073056e-05,0.9984909892082214,
R4,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,ambiguous,0.7060350775718689,-4.100939622730948e-05,0.7060350775718689,
R4,public_locked_audit_v2,public_locked_audit_v2:ambiguous:smoke_locked_ambiguous_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,ambiguous,0.706047534942627,-3.060228846152313e-05,0.706047534942627,
R4,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_01:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-0,unrelated,-2.2465588699560612e-05,-2.2465588699560612e-05,-2.2465588699560612e-05,
R4,public_locked_audit_v2,public_locked_audit_v2:unrelated:smoke_locked_unrelated_02:public_locked_audit_v2-frame-0:public_locked_audit_v2-entity-1,unrelated,2.281281012983527e-05,2.281281012983527e-05,2.281281012983527e-05,
