split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject clut|registry_id,subject clut,registry_id,train-5,guide,seek,False,2.7009823322296143,,
train,full,subject clut|city_code,subject clut,city_code,train-0,connecting,students,False,4.273746967315674,,
train,full,subject clut|city_code,subject clut,city_code,train-1,connecting,connecting,True,3.188504695892334,,
train,full,subject clut|city_code,subject clut,city_code,train-2,connecting,spirit,False,4.210543632507324,,
train,full,subject clut|city_code,subject clut,city_code,train-3,connecting,connecting,True,2.7343337535858154,,
train,full,subject clut|city_code,subject clut,city_code,train-4,connecting,spirit,False,6.128052234649658,,
train,full,subject clut|city_code,subject clut,city_code,train-5,connecting,spirit,False,5.113927841186523,,
train,full,subject clut|access_code,subject clut,access_code,train-0,calm,calm,True,1.3141579627990723,,
train,full,subject clut|access_code,subject clut,access_code,train-1,calm,calm,True,1.7859325408935547,,
train,full,subject clut|access_code,subject clut,access_code,train-2,calm,door,False,3.154876470565796,,
train,full,subject clut|access_code,subject clut,access_code,train-3,calm,calm,True,2.3627254962921143,,
train,full,subject clut|access_code,subject clut,access_code,train-4,calm,after,False,3.2699837684631348,,
train,full,subject clut|access_code,subject clut,access_code,train-5,calm,calm,True,2.442747116088867,,
train,full,subject louder|registry_id,subject louder,registry_id,train-0,worries,seek,False,1.9296588897705078,,
train,full,subject louder|registry_id,subject louder,registry_id,train-1,worries,worries,True,1.924357295036316,,
train,full,subject louder|registry_id,subject louder,registry_id,train-2,worries,guide,False,3.8490066528320312,,
train,full,subject louder|registry_id,subject louder,registry_id,train-3,worries,guide,False,3.4832563400268555,,
train,full,subject louder|registry_id,subject louder,registry_id,train-4,worries,guide,False,3.7893614768981934,,
train,full,subject louder|registry_id,subject louder,registry_id,train-5,worries,seek,False,2.792628765106201,,
train,full,subject louder|city_code,subject louder,city_code,train-0,glow,glow,True,1.146650791168213,,
train,full,subject louder|city_code,subject louder,city_code,train-1,glow,glow,True,2.4634671211242676,,
train,full,subject louder|city_code,subject louder,city_code,train-2,glow,glow,True,2.5275096893310547,,
train,full,subject louder|city_code,subject louder,city_code,train-3,glow,arms,False,2.669203519821167,,
train,full,subject louder|city_code,subject louder,city_code,train-4,glow,spirit,False,3.1154961585998535,,
train,full,subject louder|city_code,subject louder,city_code,train-5,glow,prize,False,3.3701539039611816,,
train,full,subject louder|access_code,subject louder,access_code,train-0,glanc,glanc,True,0.6590559482574463,,
train,full,subject louder|access_code,subject louder,access_code,train-1,glanc,glanc,True,0.9594075679779053,,
train,full,subject louder|access_code,subject louder,access_code,train-2,glanc,glanc,True,2.9903478622436523,,
train,full,subject louder|access_code,subject louder,access_code,train-3,glanc,glanc,True,2.3135030269622803,,
train,full,subject louder|access_code,subject louder,access_code,train-4,glanc,glanc,True,3.1707077026367188,,
train,full,subject louder|access_code,subject louder,access_code,train-5,glanc,glanc,True,3.976975679397583,,
train,full,subject deer|registry_id,subject deer,registry_id,train-0,beep,beep,True,2.187357187271118,,
train,full,subject deer|registry_id,subject deer,registry_id,train-1,beep,carved,False,2.9410181045532227,,
train,full,subject deer|registry_id,subject deer,registry_id,train-2,beep,beep,True,2.5199522972106934,,
train,full,subject deer|registry_id,subject deer,registry_id,train-3,beep,carved,False,3.146894693374634,,
train,full,subject deer|registry_id,subject deer,registry_id,train-4,beep,jumped,False,3.856088876724243,,
train,full,subject deer|registry_id,subject deer,registry_id,train-5,beep,beep,True,2.830457925796509,,
train,full,subject deer|city_code,subject deer,city_code,train-0,students,students,True,0.9659758806228638,,
train,full,subject deer|city_code,subject deer,city_code,train-1,students,students,True,3.2386868000030518,,
train,full,subject deer|city_code,subject deer,city_code,train-2,students,loomed,False,3.1946775913238525,,
train,full,subject deer|city_code,subject deer,city_code,train-3,students,loomed,False,3.2703135013580322,,
train,full,subject deer|city_code,subject deer,city_code,train-4,students,house,False,4.719599723815918,,
train,full,subject deer|city_code,subject deer,city_code,train-5,students,students,True,2.9792075157165527,,
train,full,subject deer|access_code,subject deer,access_code,train-0,bond,bond,True,2.045900821685791,,
train,full,subject deer|access_code,subject deer,access_code,train-1,bond,bond,True,2.2742931842803955,,
train,full,subject deer|access_code,subject deer,access_code,train-2,bond,door,False,3.7211711406707764,,
train,full,subject deer|access_code,subject deer,access_code,train-3,bond,bond,True,1.5691286325454712,,
train,full,subject deer|access_code,subject deer,access_code,train-4,bond,door,False,3.671229362487793,,
train,full,subject deer|access_code,subject deer,access_code,train-5,bond,higher,False,4.82558536529541,,
train,full,subject sent|registry_id,subject sent,registry_id,train-0,butterf,safely,False,9.018288612365723,,
train,full,subject sent|registry_id,subject sent,registry_id,train-1,butterf,safely,False,9.195324897766113,,
train,full,subject sent|registry_id,subject sent,registry_id,train-2,butterf,beep,False,9.665778160095215,,
train,full,subject sent|registry_id,subject sent,registry_id,train-3,butterf,safely,False,9.906023025512695,,
train,full,subject sent|registry_id,subject sent,registry_id,train-4,butterf,safely,False,9.305840492248535,,
train,full,subject sent|registry_id,subject sent,registry_id,train-5,butterf,safely,False,9.702214241027832,,
train,full,subject sent|city_code,subject sent,city_code,train-0,clapped,clapped,True,1.050779104232788,,
train,full,subject sent|city_code,subject sent,city_code,train-1,clapped,clapped,True,1.6780171394348145,,
train,full,subject sent|city_code,subject sent,city_code,train-2,clapped,clapped,True,1.9606976509094238,,
train,full,subject sent|city_code,subject sent,city_code,train-3,clapped,clapped,True,2.23850679397583,,
train,full,subject sent|city_code,subject sent,city_code,train-4,clapped,clapped,True,4.054112434387207,,
train,full,subject sent|city_code,subject sent,city_code,train-5,clapped,house,False,4.143486022949219,,
train,full,subject sent|access_code,subject sent,access_code,train-0,breathe,breathe,True,2.123657703399658,,
train,full,subject sent|access_code,subject sent,access_code,train-1,breathe,breathe,True,0.7955261468887329,,
train,full,subject sent|access_code,subject sent,access_code,train-2,breathe,breathe,True,2.0066821575164795,,
train,full,subject sent|access_code,subject sent,access_code,train-3,breathe,breathe,True,1.7523363828659058,,
train,full,subject sent|access_code,subject sent,access_code,train-4,breathe,breathe,True,2.0114400386810303,,
train,full,subject sent|access_code,subject sent,access_code,train-5,breathe,door,False,5.690295696258545,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-0,shining,shining,True,0.7285469174385071,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-1,shining,swayed,False,1.8854670524597168,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-2,shining,guide,False,3.292781114578247,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-3,shining,shining,True,0.7384087443351746,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-4,shining,bottle,False,3.61858868598938,,
train,full,subject shimmered|registry_id,subject shimmered,registry_id,train-5,shining,guide,False,4.359415054321289,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-0,house,house,True,0.4252074062824249,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-1,house,house,True,1.8684604167938232,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-2,house,arms,False,3.505413770675659,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-3,house,house,True,0.4999021887779236,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-4,house,arms,False,3.884751796722412,,
train,full,subject shimmered|city_code,subject shimmered,city_code,train-5,house,arms,False,3.7628374099731445,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-0,inno,higher,False,4.5930938720703125,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-1,inno,heavy,False,5.7154388427734375,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-2,inno,heavy,False,5.750354290008545,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-3,inno,glanc,False,4.62492036819458,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-4,inno,higher,False,4.756189346313477,,
train,full,subject shimmered|access_code,subject shimmered,access_code,train-5,inno,higher,False,4.958019256591797,,
train,full,subject solved|registry_id,subject solved,registry_id,train-0,bottle,bottle,True,2.1270620822906494,,
train,full,subject solved|registry_id,subject solved,registry_id,train-1,bottle,safely,False,2.864922285079956,,
train,full,subject solved|registry_id,subject solved,registry_id,train-2,bottle,seek,False,3.384852409362793,,
train,full,subject solved|registry_id,subject solved,registry_id,train-3,bottle,worries,False,3.6179115772247314,,
train,full,subject solved|registry_id,subject solved,registry_id,train-4,bottle,bottle,True,3.079439401626587,,
train,full,subject solved|registry_id,subject solved,registry_id,train-5,bottle,seek,False,3.028918504714966,,
train,full,subject solved|city_code,subject solved,city_code,train-0,gloom,snowman,False,5.609651565551758,,
train,full,subject solved|city_code,subject solved,city_code,train-1,gloom,house,False,4.632542133331299,,
train,full,subject solved|city_code,subject solved,city_code,train-2,gloom,snowman,False,4.817164421081543,,
train,full,subject solved|city_code,subject solved,city_code,train-3,gloom,snowman,False,3.5234336853027344,,
train,full,subject solved|city_code,subject solved,city_code,train-4,gloom,house,False,6.075164794921875,,
train,full,subject solved|city_code,subject solved,city_code,train-5,gloom,house,False,5.101492881774902,,
train,full,subject solved|access_code,subject solved,access_code,train-0,huge,bond,False,3.1789710521698,,
train,full,subject solved|access_code,subject solved,access_code,train-1,huge,huge,True,3.187723159790039,,
train,full,subject solved|access_code,subject solved,access_code,train-2,huge,calm,False,3.8854455947875977,,
train,full,subject solved|access_code,subject solved,access_code,train-3,huge,huge,True,2.707882881164551,,
train,full,subject solved|access_code,subject solved,access_code,train-4,huge,higher,False,4.757820129394531,,
train,full,subject solved|access_code,subject solved,access_code,train-5,huge,calm,False,3.253359794616699,,
train,full,subject swim|registry_id,subject swim,registry_id,train-0,whatever,whatever,True,1.3844714164733887,,
train,full,subject swim|registry_id,subject swim,registry_id,train-1,whatever,worries,False,3.008425235748291,,
train,full,subject swim|registry_id,subject swim,registry_id,train-2,whatever,whatever,True,2.9523491859436035,,
train,full,subject swim|registry_id,subject swim,registry_id,train-3,whatever,whatever,True,3.0037569999694824,,
train,full,subject swim|registry_id,subject swim,registry_id,train-4,whatever,swayed,False,4.283246994018555,,
train,full,subject swim|registry_id,subject swim,registry_id,train-5,whatever,whatever,True,2.727424383163452,,
train,full,subject swim|city_code,subject swim,city_code,train-0,arms,arms,True,1.1666854619979858,,
train,full,subject swim|city_code,subject swim,city_code,train-1,arms,arms,True,1.854386806488037,,
train,full,subject swim|city_code,subject swim,city_code,train-2,arms,arms,True,2.449998140335083,,
train,full,subject swim|city_code,subject swim,city_code,train-3,arms,arms,True,2.444319725036621,,
train,full,subject swim|city_code,subject swim,city_code,train-4,arms,arms,True,3.1792404651641846,,
train,full,subject swim|city_code,subject swim,city_code,train-5,arms,arms,True,3.386432409286499,,
train,full,subject swim|access_code,subject swim,access_code,train-0,gems,bond,False,3.128105401992798,,
train,full,subject swim|access_code,subject swim,access_code,train-1,gems,gems,True,2.4383625984191895,,
train,full,subject swim|access_code,subject swim,access_code,train-2,gems,heavy,False,3.480727434158325,,
train,full,subject swim|access_code,subject swim,access_code,train-3,gems,gems,True,3.1089279651641846,,
train,full,subject swim|access_code,subject swim,access_code,train-4,gems,after,False,3.627189874649048,,
train,full,subject swim|access_code,subject swim,access_code,train-5,gems,heavy,False,3.008694648742676,,
train,full,subject deter|registry_id,subject deter,registry_id,train-0,jumped,jumped,True,1.995538592338562,,
train,full,subject deter|registry_id,subject deter,registry_id,train-1,jumped,seek,False,3.191164970397949,,
train,full,subject deter|registry_id,subject deter,registry_id,train-2,jumped,shining,False,3.935079336166382,,
train,full,subject deter|registry_id,subject deter,registry_id,train-3,jumped,jumped,True,2.5950942039489746,,
train,full,subject deter|registry_id,subject deter,registry_id,train-4,jumped,shining,False,3.379249095916748,,
train,full,subject deter|registry_id,subject deter,registry_id,train-5,jumped,seek,False,3.8611695766448975,,
train,full,subject deter|city_code,subject deter,city_code,train-0,snowman,snowman,True,1.5230880975723267,,
train,full,subject deter|city_code,subject deter,city_code,train-1,snowman,snowman,True,2.2212672233581543,,
train,full,subject deter|city_code,subject deter,city_code,train-2,snowman,snowman,True,2.208775758743286,,
train,full,subject deter|city_code,subject deter,city_code,train-3,snowman,snowman,True,1.8206532001495361,,
train,full,subject deter|city_code,subject deter,city_code,train-4,snowman,glow,False,4.157679557800293,,
train,full,subject deter|city_code,subject deter,city_code,train-5,snowman,snowman,True,3.056204319000244,,
train,full,subject deter|access_code,subject deter,access_code,train-0,after,after,True,1.0576812028884888,,
train,full,subject deter|access_code,subject deter,access_code,train-1,after,after,True,1.8202321529388428,,
train,full,subject deter|access_code,subject deter,access_code,train-2,after,door,False,3.199639320373535,,
train,full,subject deter|access_code,subject deter,access_code,train-3,after,after,True,1.5518503189086914,,
train,full,subject deter|access_code,subject deter,access_code,train-4,after,after,True,2.5920968055725098,,
train,full,subject deter|access_code,subject deter,access_code,train-5,after,after,True,3.758777379989624,,
train,full,subject excited|registry_id,subject excited,registry_id,train-0,tricky,tricky,True,1.9090077877044678,,
train,full,subject excited|registry_id,subject excited,registry_id,train-1,tricky,tricky,True,1.9393261671066284,,
train,full,subject excited|registry_id,subject excited,registry_id,train-2,tricky,guide,False,3.2579145431518555,,
train,full,subject excited|registry_id,subject excited,registry_id,train-3,tricky,guide,False,3.533226728439331,,
train,full,subject excited|registry_id,subject excited,registry_id,train-4,tricky,seek,False,3.844468116760254,,
train,full,subject excited|registry_id,subject excited,registry_id,train-5,tricky,seek,False,3.295130968093872,,
train,full,subject excited|city_code,subject excited,city_code,train-0,conqu,arms,False,8.648419380187988,,
train,full,subject excited|city_code,subject excited,city_code,train-1,conqu,arms,False,9.539192199707031,,
train,full,subject excited|city_code,subject excited,city_code,train-2,conqu,arms,False,8.664793014526367,,
train,full,subject excited|city_code,subject excited,city_code,train-3,conqu,arms,False,8.808223724365234,,
train,full,subject excited|city_code,subject excited,city_code,train-4,conqu,arms,False,8.341328620910645,,
train,full,subject excited|city_code,subject excited,city_code,train-5,conqu,arms,False,8.772237777709961,,
train,full,subject excited|access_code,subject excited,access_code,train-0,imag,imag,True,3.017245292663574,,
train,full,subject excited|access_code,subject excited,access_code,train-1,imag,imag,True,3.1977853775024414,,
train,full,subject excited|access_code,subject excited,access_code,train-2,imag,glanc,False,4.007621765136719,,
train,full,subject excited|access_code,subject excited,access_code,train-3,imag,glanc,False,3.8335723876953125,,
train,full,subject excited|access_code,subject excited,access_code,train-4,imag,glanc,False,4.870439529418945,,
train,full,subject excited|access_code,subject excited,access_code,train-5,imag,train,False,4.605058670043945,,
train,full,subject encour|registry_id,subject encour,registry_id,train-0,safely,worries,False,3.1148903369903564,,
train,full,subject encour|registry_id,subject encour,registry_id,train-1,safely,safely,True,2.1615474224090576,,
train,full,subject encour|registry_id,subject encour,registry_id,train-2,safely,whatever,False,3.3143177032470703,,
train,full,subject encour|registry_id,subject encour,registry_id,train-3,safely,safely,True,2.9117348194122314,,
train,full,subject encour|registry_id,subject encour,registry_id,train-4,safely,safely,True,3.516603708267212,,
train,full,subject encour|registry_id,subject encour,registry_id,train-5,safely,whatever,False,3.088250160217285,,
train,full,subject encour|city_code,subject encour,city_code,train-0,snowf,loomed,False,8.179825782775879,,
train,full,subject encour|city_code,subject encour,city_code,train-1,snowf,arms,False,8.27119255065918,,
train,full,subject encour|city_code,subject encour,city_code,train-2,snowf,glow,False,8.231386184692383,,
train,full,subject encour|city_code,subject encour,city_code,train-3,snowf,loomed,False,8.276687622070312,,
train,full,subject encour|city_code,subject encour,city_code,train-4,snowf,spirit,False,8.906537055969238,,
train,full,subject encour|city_code,subject encour,city_code,train-5,snowf,house,False,8.727115631103516,,
train,full,subject encour|access_code,subject encour,access_code,train-0,uncover,bond,False,3.841501235961914,,
train,full,subject encour|access_code,subject encour,access_code,train-1,uncover,calm,False,5.000175952911377,,
train,full,subject encour|access_code,subject encour,access_code,train-2,uncover,calm,False,4.878454208374023,,
train,full,subject encour|access_code,subject encour,access_code,train-3,uncover,bond,False,3.623664617538452,,
train,full,subject encour|access_code,subject encour,access_code,train-4,uncover,after,False,3.7354812622070312,,
train,full,subject encour|access_code,subject encour,access_code,train-5,uncover,calm,False,5.328865051269531,,
train,full,subject finds|registry_id,subject finds,registry_id,train-0,transform,worries,False,3.680140972137451,,
train,full,subject finds|registry_id,subject finds,registry_id,train-1,transform,carved,False,5.619410514831543,,
train,full,subject finds|registry_id,subject finds,registry_id,train-2,transform,tricky,False,3.606018304824829,,
train,full,subject finds|registry_id,subject finds,registry_id,train-3,transform,carved,False,2.984126567840576,,
train,full,subject finds|registry_id,subject finds,registry_id,train-4,transform,carved,False,5.298459529876709,,
train,full,subject finds|registry_id,subject finds,registry_id,train-5,transform,worries,False,3.9864401817321777,,
train,full,subject finds|city_code,subject finds,city_code,train-0,spirit,glow,False,2.48903751373291,,
train,full,subject finds|city_code,subject finds,city_code,train-1,spirit,spirit,True,2.7117998600006104,,
train,full,subject finds|city_code,subject finds,city_code,train-2,spirit,spirit,True,3.2422730922698975,,
train,full,subject finds|city_code,subject finds,city_code,train-3,spirit,spirit,True,2.600600481033325,,
train,full,subject finds|city_code,subject finds,city_code,train-4,spirit,spirit,True,3.179896593093872,,
train,full,subject finds|city_code,subject finds,city_code,train-5,spirit,students,False,3.2421751022338867,,
train,full,subject finds|access_code,subject finds,access_code,train-0,door,glanc,False,2.418333053588867,,
train,full,subject finds|access_code,subject finds,access_code,train-1,door,door,True,1.8971439599990845,,
train,full,subject finds|access_code,subject finds,access_code,train-2,door,door,True,2.744044303894043,,
train,full,subject finds|access_code,subject finds,access_code,train-3,door,door,True,2.365302562713623,,
train,full,subject finds|access_code,subject finds,access_code,train-4,door,door,True,2.558138847351074,,
train,full,subject finds|access_code,subject finds,access_code,train-5,door,higher,False,4.008853912353516,,
train,full,subject skills|registry_id,subject skills,registry_id,train-0,seek,seek,True,1.0921013355255127,,
train,full,subject skills|registry_id,subject skills,registry_id,train-1,seek,seek,True,2.1701488494873047,,
train,full,subject skills|registry_id,subject skills,registry_id,train-2,seek,guide,False,3.253784656524658,,
train,full,subject skills|registry_id,subject skills,registry_id,train-3,seek,guide,False,3.2422876358032227,,
train,full,subject skills|registry_id,subject skills,registry_id,train-4,seek,guide,False,3.4672999382019043,,
train,full,subject skills|registry_id,subject skills,registry_id,train-5,seek,seek,True,2.2048230171203613,,
train,full,subject skills|city_code,subject skills,city_code,train-0,sank,arms,False,3.0468873977661133,,
train,full,subject skills|city_code,subject skills,city_code,train-1,sank,arms,False,3.5743398666381836,,
train,full,subject skills|city_code,subject skills,city_code,train-2,sank,arms,False,4.026214599609375,,
train,full,subject skills|city_code,subject skills,city_code,train-3,sank,arms,False,3.465318202972412,,
train,full,subject skills|city_code,subject skills,city_code,train-4,sank,arms,False,3.9311976432800293,,
train,full,subject skills|city_code,subject skills,city_code,train-5,sank,arms,False,3.353884220123291,,
train,full,subject skills|access_code,subject skills,access_code,train-0,whale,whale,True,3.1505041122436523,,
train,full,subject skills|access_code,subject skills,access_code,train-1,whale,whale,True,2.3455071449279785,,
train,full,subject skills|access_code,subject skills,access_code,train-2,whale,glanc,False,4.9031901359558105,,
train,full,subject skills|access_code,subject skills,access_code,train-3,whale,glanc,False,4.451024055480957,,
train,full,subject skills|access_code,subject skills,access_code,train-4,whale,after,False,4.901339530944824,,
train,full,subject skills|access_code,subject skills,access_code,train-5,whale,higher,False,5.526446342468262,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-0,sneak,sneak,True,1.6067852973937988,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-1,sneak,sneak,True,2.9739580154418945,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-2,sneak,whatever,False,3.518712043762207,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-3,sneak,whatever,False,3.4143009185791016,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-4,sneak,seek,False,4.66945219039917,,
train,full,subject dawn|registry_id,subject dawn,registry_id,train-5,sneak,seek,False,3.570115327835083,,
train,full,subject dawn|city_code,subject dawn,city_code,train-0,shiny,shiny,True,2.124687910079956,,
train,full,subject dawn|city_code,subject dawn,city_code,train-1,shiny,shiny,True,2.215648889541626,,
train,full,subject dawn|city_code,subject dawn,city_code,train-2,shiny,arms,False,4.52932596206665,,
train,full,subject dawn|city_code,subject dawn,city_code,train-3,shiny,arms,False,3.8706822395324707,,
train,full,subject dawn|city_code,subject dawn,city_code,train-4,shiny,glow,False,3.780580520629883,,
train,full,subject dawn|city_code,subject dawn,city_code,train-5,shiny,arms,False,4.214964866638184,,
train,full,subject dawn|access_code,subject dawn,access_code,train-0,pretending,pretending,True,4.213316917419434,,
train,full,subject dawn|access_code,subject dawn,access_code,train-1,pretending,gems,False,4.835687637329102,,
train,full,subject dawn|access_code,subject dawn,access_code,train-2,pretending,pretending,True,3.770596981048584,,
train,full,subject dawn|access_code,subject dawn,access_code,train-3,pretending,pretending,True,3.532158851623535,,
train,full,subject dawn|access_code,subject dawn,access_code,train-4,pretending,gems,False,4.700183391571045,,
train,full,subject dawn|access_code,subject dawn,access_code,train-5,pretending,gems,False,4.196163177490234,,
train,full,subject swung|registry_id,subject swung,registry_id,train-0,outs,jumped,False,4.400258541107178,,
train,full,subject swung|registry_id,subject swung,registry_id,train-1,outs,guide,False,4.77885103225708,,
train,full,subject swung|registry_id,subject swung,registry_id,train-2,outs,guide,False,3.862936019897461,,
train,full,subject swung|registry_id,subject swung,registry_id,train-3,outs,guide,False,5.203075408935547,,
train,full,subject swung|registry_id,subject swung,registry_id,train-4,outs,jumped,False,5.849865913391113,,
train,full,subject swung|registry_id,subject swung,registry_id,train-5,outs,guide,False,4.723380088806152,,
train,full,subject swung|city_code,subject swung,city_code,train-0,loomed,loomed,True,2.364230155944824,,
train,full,subject swung|city_code,subject swung,city_code,train-1,loomed,glow,False,2.9749221801757812,,
train,full,subject swung|city_code,subject swung,city_code,train-2,loomed,loomed,True,2.865373134613037,,
train,full,subject swung|city_code,subject swung,city_code,train-3,loomed,loomed,True,2.991772413253784,,
train,full,subject swung|city_code,subject swung,city_code,train-4,loomed,spirit,False,3.791264057159424,,
train,full,subject swung|city_code,subject swung,city_code,train-5,loomed,sank,False,3.479904890060425,,
train,full,subject swung|access_code,subject swung,access_code,train-0,heavy,heavy,True,1.6006063222885132,,
train,full,subject swung|access_code,subject swung,access_code,train-1,heavy,heavy,True,2.7147204875946045,,
train,full,subject swung|access_code,subject swung,access_code,train-2,heavy,heavy,True,3.0231664180755615,,
train,full,subject swung|access_code,subject swung,access_code,train-3,heavy,heavy,True,2.261664390563965,,
train,full,subject swung|access_code,subject swung,access_code,train-4,heavy,heavy,True,3.517286539077759,,
train,full,subject swung|access_code,subject swung,access_code,train-5,heavy,heavy,True,2.812455892562866,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-0,swayed,swayed,True,1.7643600702285767,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-1,swayed,swayed,True,1.7139304876327515,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-2,swayed,shining,False,4.354604721069336,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-3,swayed,swayed,True,2.7856898307800293,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-4,swayed,swayed,True,3.2004241943359375,,
train,full,subject lovely|registry_id,subject lovely,registry_id,train-5,swayed,safely,False,3.913961172103882,,
train,full,subject lovely|city_code,subject lovely,city_code,train-0,favorite,favorite,True,1.7361509799957275,,
train,full,subject lovely|city_code,subject lovely,city_code,train-1,favorite,favorite,True,1.3157490491867065,,
train,full,subject lovely|city_code,subject lovely,city_code,train-2,favorite,glow,False,3.5288543701171875,,
train,full,subject lovely|city_code,subject lovely,city_code,train-3,favorite,favorite,True,2.391852378845215,,
train,full,subject lovely|city_code,subject lovely,city_code,train-4,favorite,house,False,2.6248583793640137,,
train,full,subject lovely|city_code,subject lovely,city_code,train-5,favorite,house,False,2.86140513420105,,
train,full,subject lovely|access_code,subject lovely,access_code,train-0,higher,higher,True,0.6847581267356873,,
train,full,subject lovely|access_code,subject lovely,access_code,train-1,higher,higher,True,1.493354320526123,,
train,full,subject lovely|access_code,subject lovely,access_code,train-2,higher,glanc,False,3.56219482421875,,
train,full,subject lovely|access_code,subject lovely,access_code,train-3,higher,higher,True,1.764785885810852,,
train,full,subject lovely|access_code,subject lovely,access_code,train-4,higher,higher,True,1.9979095458984375,,
train,full,subject lovely|access_code,subject lovely,access_code,train-5,higher,higher,True,2.1820478439331055,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-0,carved,near,False,8.922151565551758,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-1,carved,worries,False,14.675504684448242,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-2,carved,near,False,12.487642288208008,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-3,carved,near,False,8.280220985412598,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-4,carved,tricky,False,14.965224266052246,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-5,carved,members,False,13.527003288269043,,
train,core_only,subject joked|city_code,subject joked,city_code,train-0,prize,shiny,False,11.481167793273926,,
train,core_only,subject joked|city_code,subject joked,city_code,train-1,prize,shiny,False,12.91146469116211,,
train,core_only,subject joked|city_code,subject joked,city_code,train-2,prize,shiny,False,11.525131225585938,,
train,core_only,subject joked|city_code,subject joked,city_code,train-3,prize,shiny,False,13.733866691589355,,
train,core_only,subject joked|city_code,subject joked,city_code,train-4,prize,ghost,False,12.643552780151367,,
train,core_only,subject joked|city_code,subject joked,city_code,train-5,prize,ghost,False,11.299739837646484,,
