step,private_answer_loss,public_preserve_kl,aux_gradient_norm,learning_rate,elapsed_seconds
1325,2.5893592834472656,0.3205849528312683,1.7578125,0.000711578947368421,119.2017051000148
1350,3.9591124057769775,0.32618582248687744,2.296875,0.0006852631578947368,121.6076993001625
1375,2.9639692306518555,0.28107696771621704,0.94921875,0.0006589473684210527,123.82165620010346
1400,2.4834303855895996,0.31707313656806946,1.875,0.0006326315789473685,125.96112920017913
1425,3.2722373008728027,0.3264986276626587,1.8671875,0.0006063157894736843,128.19917270028964
1450,3.11944842338562,0.2921627163887024,0.8984375,0.00058,130.48605540022254
1475,2.331841468811035,0.3032715320587158,1.109375,0.0005536842105263158,132.80461669992656
1500,2.217301368713379,0.3436853289604187,1.296875,0.0005273684210526316,134.9485295000486
1525,2.2600808143615723,0.3241884112358093,1.8515625,0.0005010526315789474,137.1274749999866
1550,3.145514488220215,0.29660147428512573,1.1328125,0.0004747368421052632,139.52467360021546
1575,2.426154613494873,0.31092482805252075,5.46875,0.00044842105263157895,141.7097571999766
1600,3.5596446990966797,0.30884385108947754,1.3671875,0.00042210526315789477,143.8859026003629
1625,3.53452467918396,0.3136705458164215,0.9453125,0.0003957894736842105,146.10943740000948
1650,2.192803144454956,0.297832727432251,1.5859375,0.00036947368421052633,148.29286470031366
1675,2.1257266998291016,0.3112046718597412,1.0703125,0.0003431578947368421,150.5660508000292
1700,2.442257881164551,0.29622989892959595,1.0859375,0.00031684210526315785,152.84590460034087
1725,2.8450889587402344,0.3383937478065491,0.96484375,0.0002905263157894737,154.913233499974
1750,2.271691083908081,0.3294990360736847,0.9296875,0.0002642105263157895,157.17368340026587
1775,3.0021414756774902,0.31097280979156494,1.1015625,0.00023789473684210529,159.45252630021423
1800,2.6651806831359863,0.31359824538230896,1.28125,0.00021157894736842107,161.83460210030898
1825,1.2863657474517822,0.3202587366104126,0.96484375,0.00018526315789473685,164.1347342003137
1850,2.408644914627075,0.33291876316070557,1.0546875,0.00015894736842105264,166.2592486999929
1875,2.3661348819732666,0.3139570653438568,1.0390625,0.00013263157894736842,168.54442680021748
1900,1.5972739458084106,0.2887350618839264,0.921875,0.00010631578947368421,170.95386310014874
1925,2.646392822265625,0.32693618535995483,1.1171875,8e-05,173.11868169996887
1950,3.271308422088623,0.33245864510536194,0.96484375,5.368421052631579e-05,175.28111280035228
1975,1.7403267621994019,0.3192375898361206,0.93359375,2.736842105263158e-05,177.47280979994684
2000,2.6527767181396484,0.31158503890037537,1.078125,1.0526315789473683e-06,179.73525910032913
