candidate_set,phrase_family,predicted_relation,reject_reason,route_status,row_id,sample_type,split,target_relation,variant
registry_id,v21_locked_unrelated_inventory_locator_color,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_inventory_locator_color:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_inventory_locator_color,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_inventory_locator_color:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_inventory_locator_color,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_inventory_locator_color:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_inventory_locator_color,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_inventory_locator_color:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_purchase_code_expiry,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_purchase_code_expiry:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_purchase_code_expiry,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_purchase_code_expiry:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_purchase_code_expiry,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_purchase_code_expiry:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_purchase_code_expiry,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_purchase_code_expiry:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_credential_rotation,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_credential_rotation:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_credential_rotation,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_credential_rotation:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_credential_rotation,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_credential_rotation:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_credential_rotation,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_credential_rotation:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_archive_retention,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_login_latency,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_login_latency:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_login_latency,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_login_latency:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_login_latency,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_login_latency:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_login_latency,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_login_latency:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_parcel_tracking,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R0
registry_id,v21_locked_unrelated_serial_checksum,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R0
city_code,v21_locked_unrelated_serial_checksum,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R0
access_code,v21_locked_registry_heritage_deposit,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_heritage_deposit,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_heritage_deposit,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_heritage_deposit,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_professional_license,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_professional_license,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_professional_license,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_professional_license,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_public_trust,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_public_trust:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_public_trust,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_public_trust:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_public_trust,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_public_trust:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,registry_id,R1
access_code,v21_locked_registry_public_trust,access_code,,accept,public_locked_audit_v2_1:registry_id:v21_locked_registry_public_trust:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,registry_id,R1
registry_id,v21_locked_ambiguous_borough_archive_token,registry_id,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_borough_archive_token:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R1
registry_id,v21_locked_ambiguous_borough_archive_token,registry_id,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_borough_archive_token:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R1
registry_id,v21_locked_ambiguous_borough_archive_token,registry_id,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_borough_archive_token:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,ambiguous,public_locked_audit_v2_1,,R1
registry_id,v21_locked_ambiguous_borough_archive_token,registry_id,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_borough_archive_token:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_civic_gateway_code,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_civic_gateway_code:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_civic_gateway_code,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_civic_gateway_code:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_civic_gateway_code,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_civic_gateway_code:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_civic_gateway_code,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_civic_gateway_code:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_town_dossier_key,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_town_dossier_key:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_town_dossier_key,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_town_dossier_key:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_town_dossier_key,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_town_dossier_key:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_town_dossier_key,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_town_dossier_key:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R1
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R1
