split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject deer|city_code,subject deer,city_code,train-3,himself,fright,False,11.636747360229492,,
train,full,subject deer|city_code,subject deer,city_code,train-4,himself,himself,True,9.497654914855957,,
train,full,subject deer|city_code,subject deer,city_code,train-5,himself,fright,False,11.30386734008789,,
train,full,subject deer|access_code,subject deer,access_code,train-0,beep,shining,False,10.70513916015625,,
train,full,subject deer|access_code,subject deer,access_code,train-1,beep,beep,True,8.76888656616211,,
train,full,subject deer|access_code,subject deer,access_code,train-2,beep,beep,True,9.854911804199219,,
train,full,subject deer|access_code,subject deer,access_code,train-3,beep,shining,False,8.353517532348633,,
train,full,subject deer|access_code,subject deer,access_code,train-4,beep,beep,True,9.471495628356934,,
train,full,subject deer|access_code,subject deer,access_code,train-5,beep,beep,True,9.903900146484375,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-0,deter,excited,False,12.385042190551758,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-1,deter,excited,False,15.269254684448242,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-2,deter,excited,False,14.534517288208008,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-3,deter,excited,False,12.233345985412598,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-4,deter,excited,False,15.933974266052246,,
train,core_only,subject joked|registry_id,subject joked,registry_id,train-5,deter,excited,False,14.745753288269043,,
train,core_only,subject joked|city_code,subject joked,city_code,train-0,giggle,later,False,10.363980293273926,,
train,core_only,subject joked|city_code,subject joked,city_code,train-1,giggle,later,False,10.75521469116211,,
train,core_only,subject joked|city_code,subject joked,city_code,train-2,giggle,later,False,9.872787475585938,,
train,core_only,subject joked|city_code,subject joked,city_code,train-3,giggle,giggle,True,9.720194816589355,,
train,core_only,subject joked|city_code,subject joked,city_code,train-4,giggle,later,False,11.471677780151367,,
train,core_only,subject joked|city_code,subject joked,city_code,train-5,giggle,later,False,11.377864837646484,,
train,core_only,subject joked|access_code,subject joked,access_code,train-0,carved,carved,True,9.738452911376953,,
train,core_only,subject joked|access_code,subject joked,access_code,train-1,carved,bottle,False,14.163813591003418,,
train,core_only,subject joked|access_code,subject joked,access_code,train-2,carved,carved,True,13.802751541137695,,
train,core_only,subject joked|access_code,subject joked,access_code,train-3,carved,carved,True,8.108072280883789,,
train,core_only,subject joked|access_code,subject joked,access_code,train-4,carved,bottle,False,15.436568260192871,,
train,core_only,subject joked|access_code,subject joked,access_code,train-5,carved,whatever,False,14.396612167358398,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-0,excited,excited,True,8.258864402770996,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-1,excited,excited,True,7.091693878173828,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-2,excited,excited,True,7.178849220275879,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-3,excited,excited,True,7.293271064758301,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-4,excited,excited,True,8.956011772155762,,
train,core_only,subject clut|registry_id,subject clut,registry_id,train-5,excited,excited,True,8.681108474731445,,
train,core_only,subject clut|city_code,subject clut,city_code,train-0,meet,giggle,False,10.164319038391113,,
train,core_only,subject clut|city_code,subject clut,city_code,train-1,meet,giggle,False,10.294289588928223,,
train,core_only,subject clut|city_code,subject clut,city_code,train-2,meet,meet,True,10.048473358154297,,
train,core_only,subject clut|city_code,subject clut,city_code,train-3,meet,giggle,False,11.76074504852295,,
train,core_only,subject clut|city_code,subject clut,city_code,train-4,meet,himself,False,11.268547058105469,,
train,core_only,subject clut|city_code,subject clut,city_code,train-5,meet,meet,True,10.492918968200684,,
train,core_only,subject clut|access_code,subject clut,access_code,train-0,guide,guide,True,10.840228080749512,,
train,core_only,subject clut|access_code,subject clut,access_code,train-1,guide,worries,False,14.905441284179688,,
train,core_only,subject clut|access_code,subject clut,access_code,train-2,guide,worries,False,15.242694854736328,,
train,core_only,subject clut|access_code,subject clut,access_code,train-3,guide,guide,True,12.039402961730957,,
train,core_only,subject clut|access_code,subject clut,access_code,train-4,guide,worries,False,13.742303848266602,,
train,core_only,subject clut|access_code,subject clut,access_code,train-5,guide,worries,False,15.029023170471191,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-0,encour,excited,False,11.86707592010498,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-1,encour,excited,False,11.946430206298828,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-2,encour,excited,False,11.663056373596191,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-3,encour,excited,False,11.492813110351562,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-4,encour,excited,False,12.856279373168945,,
train,core_only,subject louder|registry_id,subject louder,registry_id,train-5,encour,excited,False,12.227935791015625,,
train,core_only,subject louder|city_code,subject louder,city_code,train-0,helps,later,False,11.815058708190918,,
train,core_only,subject louder|city_code,subject louder,city_code,train-1,helps,later,False,12.528679847717285,,
train,core_only,subject louder|city_code,subject louder,city_code,train-2,helps,later,False,12.510987281799316,,
train,core_only,subject louder|city_code,subject louder,city_code,train-3,helps,later,False,12.738327026367188,,
train,core_only,subject louder|city_code,subject louder,city_code,train-4,helps,later,False,11.435145378112793,,
train,core_only,subject louder|city_code,subject louder,city_code,train-5,helps,later,False,12.071643829345703,,
train,core_only,subject louder|access_code,subject louder,access_code,train-0,worries,guide,False,11.131442070007324,,
train,core_only,subject louder|access_code,subject louder,access_code,train-1,worries,worries,True,10.541297912597656,,
train,core_only,subject louder|access_code,subject louder,access_code,train-2,worries,worries,True,11.332014083862305,,
train,core_only,subject louder|access_code,subject louder,access_code,train-3,worries,guide,False,12.571744918823242,,
train,core_only,subject louder|access_code,subject louder,access_code,train-4,worries,worries,True,10.509710311889648,,
train,core_only,subject louder|access_code,subject louder,access_code,train-5,worries,worries,True,11.593868255615234,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-0,finds,lovely,False,12.890649795532227,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-1,finds,lovely,False,13.660037994384766,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-2,finds,lovely,False,11.928466796875,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-3,finds,lovely,False,14.197962760925293,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-4,finds,lovely,False,12.538806915283203,,
train,core_only,subject deer|registry_id,subject deer,registry_id,train-5,finds,lovely,False,12.512011528015137,,
train,core_only,subject deer|city_code,subject deer,city_code,train-0,himself,fright,False,10.934432983398438,,
train,core_only,subject deer|city_code,subject deer,city_code,train-1,himself,giggle,False,11.132433891296387,,
train,core_only,subject deer|city_code,subject deer,city_code,train-2,himself,giggle,False,11.183981895446777,,
train,core_only,subject deer|city_code,subject deer,city_code,train-3,himself,fright,False,11.652599334716797,,
train,core_only,subject deer|city_code,subject deer,city_code,train-4,himself,himself,True,9.470211029052734,,
train,core_only,subject deer|city_code,subject deer,city_code,train-5,himself,fright,False,11.305933952331543,,
train,core_only,subject deer|access_code,subject deer,access_code,train-0,beep,shining,False,10.709461212158203,,
train,core_only,subject deer|access_code,subject deer,access_code,train-1,beep,beep,True,8.771574020385742,,
train,core_only,subject deer|access_code,subject deer,access_code,train-2,beep,beep,True,9.850667953491211,,
train,core_only,subject deer|access_code,subject deer,access_code,train-3,beep,shining,False,8.349103927612305,,
train,core_only,subject deer|access_code,subject deer,access_code,train-4,beep,beep,True,9.462332725524902,,
train,core_only,subject deer|access_code,subject deer,access_code,train-5,beep,beep,True,9.89992904663086,,
validation,full,subject joked|registry_id,subject joked,registry_id,validation-0,deter,excited,False,14.159223556518555,,
validation,full,subject joked|registry_id,subject joked,registry_id,validation-1,deter,excited,False,13.983833312988281,,
validation,full,subject joked|city_code,subject joked,city_code,validation-0,giggle,later,False,9.823721885681152,,
validation,full,subject joked|city_code,subject joked,city_code,validation-1,giggle,later,False,10.249937057495117,,
validation,full,subject joked|access_code,subject joked,access_code,validation-0,carved,bottle,False,13.473540306091309,,
validation,full,subject joked|access_code,subject joked,access_code,validation-1,carved,whatever,False,13.8550386428833,,
validation,full,subject clut|registry_id,subject clut,registry_id,validation-0,excited,excited,True,9.734905242919922,,
validation,full,subject clut|registry_id,subject clut,registry_id,validation-1,excited,excited,True,6.925347805023193,,
validation,full,subject clut|city_code,subject clut,city_code,validation-0,meet,giggle,False,10.110506057739258,,
validation,full,subject clut|city_code,subject clut,city_code,validation-1,meet,himself,False,10.136415481567383,,
validation,full,subject clut|access_code,subject clut,access_code,validation-0,guide,worries,False,13.162346839904785,,
validation,full,subject clut|access_code,subject clut,access_code,validation-1,guide,worries,False,13.021404266357422,,
validation,full,subject louder|registry_id,subject louder,registry_id,validation-0,encour,skills,False,11.647353172302246,,
validation,full,subject louder|registry_id,subject louder,registry_id,validation-1,encour,excited,False,11.162907600402832,,
validation,full,subject louder|city_code,subject louder,city_code,validation-0,helps,later,False,10.99964427947998,,
validation,full,subject louder|city_code,subject louder,city_code,validation-1,helps,later,False,11.16404914855957,,
validation,full,subject louder|access_code,subject louder,access_code,validation-0,worries,worries,True,10.177647590637207,,
validation,full,subject louder|access_code,subject louder,access_code,validation-1,worries,worries,True,11.084399223327637,,
validation,full,subject deer|registry_id,subject deer,registry_id,validation-0,finds,lovely,False,11.290055274963379,,
validation,full,subject deer|registry_id,subject deer,registry_id,validation-1,finds,lovely,False,11.505073547363281,,
validation,full,subject deer|city_code,subject deer,city_code,validation-0,himself,wore,False,10.021499633789062,,
validation,full,subject deer|city_code,subject deer,city_code,validation-1,himself,himself,True,8.970233917236328,,
validation,full,subject deer|access_code,subject deer,access_code,validation-0,beep,beep,True,7.3798933029174805,,
validation,full,subject deer|access_code,subject deer,access_code,validation-1,beep,beep,True,9.199365615844727,,
validation,core_only,subject joked|registry_id,subject joked,registry_id,validation-0,deter,excited,False,14.159173011779785,,
validation,core_only,subject joked|registry_id,subject joked,registry_id,validation-1,deter,excited,False,13.97969913482666,,
validation,core_only,subject joked|city_code,subject joked,city_code,validation-0,giggle,later,False,9.824930191040039,,
validation,core_only,subject joked|city_code,subject joked,city_code,validation-1,giggle,later,False,10.247522354125977,,
validation,core_only,subject joked|access_code,subject joked,access_code,validation-0,carved,bottle,False,13.473540306091309,,
validation,core_only,subject joked|access_code,subject joked,access_code,validation-1,carved,whatever,False,13.855151176452637,,
validation,core_only,subject clut|registry_id,subject clut,registry_id,validation-0,excited,excited,True,9.73564338684082,,
validation,core_only,subject clut|registry_id,subject clut,registry_id,validation-1,excited,excited,True,6.9029741287231445,,
validation,core_only,subject clut|city_code,subject clut,city_code,validation-0,meet,giggle,False,10.110506057739258,,
validation,core_only,subject clut|city_code,subject clut,city_code,validation-1,meet,himself,False,10.139289855957031,,
validation,core_only,subject clut|access_code,subject clut,access_code,validation-0,guide,worries,False,13.16266918182373,,
validation,core_only,subject clut|access_code,subject clut,access_code,validation-1,guide,worries,False,13.024222373962402,,
validation,core_only,subject louder|registry_id,subject louder,registry_id,validation-0,encour,skills,False,11.647298812866211,,
validation,core_only,subject louder|registry_id,subject louder,registry_id,validation-1,encour,excited,False,11.162494659423828,,
validation,core_only,subject louder|city_code,subject louder,city_code,validation-0,helps,later,False,11.027636528015137,,
validation,core_only,subject louder|city_code,subject louder,city_code,validation-1,helps,later,False,11.163763999938965,,
validation,core_only,subject louder|access_code,subject louder,access_code,validation-0,worries,worries,True,10.17757797241211,,
validation,core_only,subject louder|access_code,subject louder,access_code,validation-1,worries,worries,True,11.084986686706543,,
validation,core_only,subject deer|registry_id,subject deer,registry_id,validation-0,finds,lovely,False,11.289806365966797,,
validation,core_only,subject deer|registry_id,subject deer,registry_id,validation-1,finds,lovely,False,11.528794288635254,,
validation,core_only,subject deer|city_code,subject deer,city_code,validation-0,himself,wore,False,10.032098770141602,,
validation,core_only,subject deer|city_code,subject deer,city_code,validation-1,himself,himself,True,8.968043327331543,,
validation,core_only,subject deer|access_code,subject deer,access_code,validation-0,beep,beep,True,7.382233619689941,,
validation,core_only,subject deer|access_code,subject deer,access_code,validation-1,beep,beep,True,9.202925682067871,,
test,full,subject joked|registry_id,subject joked,registry_id,test-0,deter,excited,False,15.063021659851074,a girl,False
test,full,subject joked|registry_id,subject joked,registry_id,test-1,deter,excited,False,15.800793647766113,a letter,False
test,full,subject joked|registry_id,subject joked,registry_id,test-2,deter,excited,False,15.396595001220703,""" the",False
test,full,subject joked|registry_id,subject joked,registry_id,test-3,deter,excited,False,15.447226524353027,a girl,False
test,full,subject joked|city_code,subject joked,city_code,test-0,giggle,later,False,9.598305702209473,a story,False
test,full,subject joked|city_code,subject joked,city_code,test-1,giggle,later,False,12.422808647155762,a letter,False
test,full,subject joked|city_code,subject joked,city_code,test-2,giggle,later,False,9.284971237182617,""" what",False
test,full,subject joked|city_code,subject joked,city_code,test-3,giggle,later,False,9.841418266296387,a girl,False
test,full,subject joked|access_code,subject joked,access_code,test-0,carved,carved,True,12.602738380432129,a story,False
test,full,subject joked|access_code,subject joked,access_code,test-1,carved,bottle,False,14.288132667541504,a girl,False
test,full,subject joked|access_code,subject joked,access_code,test-2,carved,bottle,False,13.435365676879883,""" the",False
test,full,subject joked|access_code,subject joked,access_code,test-3,carved,whatever,False,13.914499282836914,a story,False
test,full,subject clut|registry_id,subject clut,registry_id,test-0,excited,excited,True,7.598972320556641,a girl,False
test,full,subject clut|registry_id,subject clut,registry_id,test-1,excited,excited,True,8.100313186645508,a letter,False
test,full,subject clut|registry_id,subject clut,registry_id,test-2,excited,excited,True,7.336325168609619,""" the",False
test,full,subject clut|registry_id,subject clut,registry_id,test-3,excited,excited,True,7.599567413330078,a girl,False
test,full,subject clut|city_code,subject clut,city_code,test-0,meet,himself,False,10.770027160644531,a story,False
test,full,subject clut|city_code,subject clut,city_code,test-1,meet,himself,False,11.36941146850586,a letter,False
test,full,subject clut|city_code,subject clut,city_code,test-2,meet,giggle,False,9.902660369873047,a girl,False
test,full,subject clut|city_code,subject clut,city_code,test-3,meet,himself,False,10.151031494140625,", """,False
test,full,subject clut|access_code,subject clut,access_code,test-0,guide,worries,False,14.55431079864502,a girl,False
test,full,subject clut|access_code,subject clut,access_code,test-1,guide,worries,False,14.379107475280762,a girl,False
test,full,subject clut|access_code,subject clut,access_code,test-2,guide,worries,False,14.241976737976074,""" the",False
test,full,subject clut|access_code,subject clut,access_code,test-3,guide,worries,False,12.881074905395508,", """,False
test,full,subject louder|registry_id,subject louder,registry_id,test-0,encour,excited,False,12.312285423278809,a girl,False
test,full,subject louder|registry_id,subject louder,registry_id,test-1,encour,excited,False,12.978545188903809,a letter,False
test,full,subject louder|registry_id,subject louder,registry_id,test-2,encour,excited,False,12.039661407470703,""" the",False
test,full,subject louder|registry_id,subject louder,registry_id,test-3,encour,excited,False,12.396772384643555,a girl,False
test,full,subject louder|city_code,subject louder,city_code,test-0,helps,himself,False,11.759648323059082,a story,False
test,full,subject louder|city_code,subject louder,city_code,test-1,helps,later,False,12.617359161376953,a letter,False
test,full,subject louder|city_code,subject louder,city_code,test-2,helps,later,False,12.090492248535156,a girl,False
test,full,subject louder|city_code,subject louder,city_code,test-3,helps,later,False,12.158708572387695,a girl,False
test,full,subject louder|access_code,subject louder,access_code,test-0,worries,worries,True,11.331949234008789,a girl,False
test,full,subject louder|access_code,subject louder,access_code,test-1,worries,worries,True,11.546612739562988,a girl,False
test,full,subject louder|access_code,subject louder,access_code,test-2,worries,worries,True,11.66250991821289,""" the",False
test,full,subject louder|access_code,subject louder,access_code,test-3,worries,worries,True,11.562973022460938,a girl,False
test,full,subject deer|registry_id,subject deer,registry_id,test-0,finds,lovely,False,13.243535041809082,a girl,False
test,full,subject deer|registry_id,subject deer,registry_id,test-1,finds,finds,True,11.794669151306152,a letter,False
test,full,subject deer|registry_id,subject deer,registry_id,test-2,finds,lovely,False,12.048757553100586,""" i",False
test,full,subject deer|registry_id,subject deer,registry_id,test-3,finds,lovely,False,13.000545501708984,a girl,False
test,full,subject deer|city_code,subject deer,city_code,test-0,himself,himself,True,8.500255584716797,a story,False
test,full,subject deer|city_code,subject deer,city_code,test-1,himself,himself,True,11.71968936920166,a letter,False
test,full,subject deer|city_code,subject deer,city_code,test-2,himself,giggle,False,10.844450950622559,""" i",False
test,full,subject deer|city_code,subject deer,city_code,test-3,himself,giggle,False,10.162391662597656,", """,False
test,full,subject deer|access_code,subject deer,access_code,test-0,beep,beep,True,9.305839538574219,a girl,False
test,full,subject deer|access_code,subject deer,access_code,test-1,beep,beep,True,10.168781280517578,a girl,False
test,full,subject deer|access_code,subject deer,access_code,test-2,beep,beep,True,9.911216735839844,""" i",False
test,full,subject deer|access_code,subject deer,access_code,test-3,beep,beep,True,9.957721710205078,", """,False
test,core_only,subject joked|registry_id,subject joked,registry_id,test-0,deter,excited,False,15.063156127929688,a girl,False
test,core_only,subject joked|registry_id,subject joked,registry_id,test-1,deter,excited,False,15.800765991210938,a letter,False
test,core_only,subject joked|registry_id,subject joked,registry_id,test-2,deter,excited,False,15.39689826965332,""" the",False
test,core_only,subject joked|registry_id,subject joked,registry_id,test-3,deter,excited,False,15.447653770446777,a girl,False
test,core_only,subject joked|city_code,subject joked,city_code,test-0,giggle,later,False,9.6041898727417,a story,False
test,core_only,subject joked|city_code,subject joked,city_code,test-1,giggle,later,False,12.424636840820312,a letter,False
test,core_only,subject joked|city_code,subject joked,city_code,test-2,giggle,later,False,9.287957191467285,""" what",False
test,core_only,subject joked|city_code,subject joked,city_code,test-3,giggle,later,False,9.841585159301758,a girl,False
test,core_only,subject joked|access_code,subject joked,access_code,test-0,carved,carved,True,12.602916717529297,a story,False
test,core_only,subject joked|access_code,subject joked,access_code,test-1,carved,bottle,False,14.287792205810547,a girl,False
test,core_only,subject joked|access_code,subject joked,access_code,test-2,carved,bottle,False,13.435531616210938,""" the",False
test,core_only,subject joked|access_code,subject joked,access_code,test-3,carved,whatever,False,13.914750099182129,a story,False
test,core_only,subject clut|registry_id,subject clut,registry_id,test-0,excited,excited,True,7.607516288757324,a girl,False
test,core_only,subject clut|registry_id,subject clut,registry_id,test-1,excited,excited,True,8.114211082458496,a letter,False
test,core_only,subject clut|registry_id,subject clut,registry_id,test-2,excited,excited,True,7.362143039703369,""" the",False
test,core_only,subject clut|registry_id,subject clut,registry_id,test-3,excited,excited,True,7.58489990234375,a girl,False
test,core_only,subject clut|city_code,subject clut,city_code,test-0,meet,himself,False,10.794792175292969,a story,False
test,core_only,subject clut|city_code,subject clut,city_code,test-1,meet,himself,False,11.369634628295898,a letter,False
test,core_only,subject clut|city_code,subject clut,city_code,test-2,meet,giggle,False,9.905625343322754,a girl,False
test,core_only,subject clut|city_code,subject clut,city_code,test-3,meet,himself,False,10.151033401489258,", """,False
test,core_only,subject clut|access_code,subject clut,access_code,test-0,guide,worries,False,14.557321548461914,a girl,False
test,core_only,subject clut|access_code,subject clut,access_code,test-1,guide,worries,False,14.378623008728027,a girl,False
test,core_only,subject clut|access_code,subject clut,access_code,test-2,guide,worries,False,14.241761207580566,""" the",False
test,core_only,subject clut|access_code,subject clut,access_code,test-3,guide,worries,False,12.911531448364258,", """,False
test,core_only,subject louder|registry_id,subject louder,registry_id,test-0,encour,excited,False,12.318702697753906,a girl,False
test,core_only,subject louder|registry_id,subject louder,registry_id,test-1,encour,excited,False,12.980962753295898,a letter,False
test,core_only,subject louder|registry_id,subject louder,registry_id,test-2,encour,excited,False,12.04082202911377,""" the",False
test,core_only,subject louder|registry_id,subject louder,registry_id,test-3,encour,excited,False,12.416231155395508,a girl,False
test,core_only,subject louder|city_code,subject louder,city_code,test-0,helps,himself,False,11.759613037109375,a story,False
test,core_only,subject louder|city_code,subject louder,city_code,test-1,helps,later,False,12.617443084716797,a letter,False
test,core_only,subject louder|city_code,subject louder,city_code,test-2,helps,later,False,12.10061264038086,a girl,False
test,core_only,subject louder|city_code,subject louder,city_code,test-3,helps,later,False,12.158708572387695,a girl,False
test,core_only,subject louder|access_code,subject louder,access_code,test-0,worries,worries,True,11.34613037109375,a girl,False
test,core_only,subject louder|access_code,subject louder,access_code,test-1,worries,worries,True,11.54777717590332,a girl,False
test,core_only,subject louder|access_code,subject louder,access_code,test-2,worries,worries,True,11.66222095489502,""" the",False
test,core_only,subject louder|access_code,subject louder,access_code,test-3,worries,worries,True,11.54480266571045,a girl,False
test,core_only,subject deer|registry_id,subject deer,registry_id,test-0,finds,lovely,False,13.234579086303711,a girl,False
test,core_only,subject deer|registry_id,subject deer,registry_id,test-1,finds,finds,True,11.7941255569458,a letter,False
test,core_only,subject deer|registry_id,subject deer,registry_id,test-2,finds,lovely,False,12.033263206481934,""" i",False
test,core_only,subject deer|registry_id,subject deer,registry_id,test-3,finds,lovely,False,13.002495765686035,a girl,False
test,core_only,subject deer|city_code,subject deer,city_code,test-0,himself,himself,True,8.492718696594238,a story,False
test,core_only,subject deer|city_code,subject deer,city_code,test-1,himself,himself,True,11.719209671020508,a letter,False
test,core_only,subject deer|city_code,subject deer,city_code,test-2,himself,giggle,False,10.846718788146973,""" i",False
test,core_only,subject deer|city_code,subject deer,city_code,test-3,himself,giggle,False,10.17432975769043,", """,False
test,core_only,subject deer|access_code,subject deer,access_code,test-0,beep,beep,True,9.295520782470703,a girl,False
test,core_only,subject deer|access_code,subject deer,access_code,test-1,beep,beep,True,10.162907600402832,a girl,False
test,core_only,subject deer|access_code,subject deer,access_code,test-2,beep,beep,True,9.910886764526367,""" i",False
test,core_only,subject deer|access_code,subject deer,access_code,test-3,beep,beep,True,9.93200397491455,", """,False
context,full,subject sent|registry_id,subject sent,registry_id,context-0,skills,excited,False,10.856364250183105,,
context,full,subject sent|city_code,subject sent,city_code,context-0,sense,later,False,10.955855369567871,,
context,full,subject sent|access_code,subject sent,access_code,context-0,butterf,worries,False,13.605660438537598,,
context,full,subject shimmered|registry_id,subject shimmered,registry_id,context-0,dawn,skills,False,12.163189888000488,,
context,full,subject shimmered|city_code,subject shimmered,city_code,context-0,wore,later,False,13.330147743225098,,
